X,Y,class
1.1026014130013186,5.127108011625122,1.0
-0.7767552776785601,2.591605286219869,0.0
-0.5842759871825287,2.4959557160685897,1.0
-0.7182856615813986,0.5652618066350273,0.0
1.9831053126033313,4.545387385716815,1.0
2.470839593823973,1.1068150039509133,1.0
-0.4018502295628701,0.3535829785914794,0.0
1.6636230503941527,3.8099884341851142,1.0
0.5980152778133156,1.4921949531087817,0.0
0.7469877248078725,1.2763814274702194,1.0
-2.811127502016817,1.9160883537359348,0.0
-0.49313191393789846,3.2314775821858928,1.0
0.5783452442937619,1.9997160681168196,1.0
-2.439481526792852,0.1319134822453697,0.0
0.4051829410722223,-0.559268797010618,0.0
-1.2054905325448595,-0.20488529002092826,0.0
-0.6455055108903484,0.6707404010072787,0.0
-2.2616915773985795,-1.7408135431603695,0.0
-0.09558377875280932,4.2114256715558644,1.0
1.5609996686901844,2.9386193235794833,1.0
0.5631772686117933,1.0870250165730238,0.0
3.0205896796052563,2.5504597617250906,1.0
1.6291266213006408,3.4984978356202863,1.0
1.3614789850101634,1.0150874578220859,1.0
-0.1771415641157239,4.921036552817592,1.0
-0.5547001476470941,-0.9689432225146426,0.0
3.5592980804393086,1.585579845009942,1.0
-3.731049870870625,0.5472510061832384,0.0
-2.1422882841863857,0.15738704092163472,0.0
-2.2030142106208266,0.4739120390510846,0.0
-3.44749779461013,-1.2148649340152033,0.0
-0.6284484314381954,0.42763145878245656,0.0
-1.0042753366090684,0.1728916321339735,0.0
-0.3241829553418265,-0.46453137731367655,0.0
2.6704668846031834,2.0322477812126336,1.0
-1.3918179207778698,-0.6566049222941792,0.0
2.526826069416452,2.7678868367874108,1.0
1.0067415557359225,3.458954711219043,1.0
1.442207245862178,2.1992027634380618,1.0
-0.7382252599992281,-0.7101806730987714,0.0
-3.5489885997195847,-1.3121943669656768,0.0
1.5362535629148333,2.3495288604355684,1.0
0.10843093731450426,1.7470078598086571,0.0
-2.2767179057371467,-0.4783458064545473,0.0
-0.5725087380522373,2.7669976143918764,1.0
-4.228186439866895,0.9724541893591778,0.0
-3.3845513878424542,-1.4506275937067354,0.0
-0.2575630080139618,-0.15638875451452325,0.0
-2.2870457331170533,0.8355834178706325,0.0
2.826301714791315,0.8957232147697942,1.0
3.194593220683557,1.7416829333823591,1.0
-3.345016963326551,-0.9803643337380554,0.0
0.984856429722393,2.398474190588154,1.0
-2.8216076464736815,0.497441687059225,0.0
-0.3323299261408468,-0.5945770920578014,0.0
1.58652213551513,2.4274494231891692,1.0
-0.047053187641062255,1.1866043632205692,1.0
1.2394950496381147,2.670449208416318,1.0
2.9163933324156837,3.5532820030181145,1.0
-0.06407175194318637,1.8446413591583963,0.0
-0.7970713045118483,0.3262505760587966,1.0
-0.7964192083380606,0.8199666951410585,0.0
3.8441641546078884,2.2341935768032886,1.0
-1.1884009513618892,4.586045071111765,1.0
0.9009132400034288,3.2761376889917653,1.0
-0.031044308197654802,3.2988264764879704,1.0
-0.9349502705556332,-0.29368215046026686,0.0
3.1644682067727414,0.8240560700742523,1.0
-1.006681527566055,-1.9271318177939478,0.0
0.18945051547681357,3.691875453566277,1.0
0.9756671637776537,1.470937602761289,1.0
-2.265284910599796,1.4500216368995393,0.0
0.14304225117405345,2.848498681129562,1.0
1.970967093682063,3.0248694938179277,1.0
0.27640102003142575,0.9031985520389367,0.0
-1.3610030323609266,0.7713916235199298,0.0
0.21339225360114877,2.5635225911148827,1.0
-1.7314449353683048,-0.4608656156348074,0.0
-2.118166984352231,0.5493665686938136,0.0
1.6365410052698177,3.0812379571828274,1.0
-1.3964272430986715,-1.7394000049364877,0.0
-0.5078982776935045,0.42371973805740926,0.0
0.4216069186683752,2.624123676543039,1.0
2.394188843178075,1.536670855210493,1.0
1.5997409755972982,3.8620931650777273,1.0
0.38729898009164776,1.2462725831727566,1.0
2.989425247791224,2.8018443933531505,1.0
-1.8923554502114235,0.04797605675240124,0.0
-2.030377780959301,-1.0684380703881897,0.0
1.945456060494326,0.8218715593495234,1.0
0.7889526603139125,1.5047400458052425,1.0
0.43494321847111006,1.8182030320299953,1.0
-4.743575131119838,-0.5048896626782924,0.0
-2.1129346836390885,-1.3699811634207022,0.0
0.06351488183675924,2.9136294633546544,1.0
0.7095316523513602,3.9465174752860452,1.0
-0.5199254808465154,-0.44283176236204536,0.0
2.1265612796678033,2.160831681909985,1.0
-0.3047366728939065,2.15167493519012,1.0
1.0716378824338004,2.610083848647145,1.0
-2.510980161433231,-0.6536075954590346,0.0
-2.3834295220158523,-0.2588706262778753,0.0
-0.9400362825198512,1.0185399047418515,0.0
1.003178597982363,3.5597372285486513,1.0
-5.554872218930344,-1.9575495609559794,0.0
-3.9358902490456913,-0.44178122939616427,0.0
-0.6226726532347763,0.1884394310718239,0.0
-0.3490691311217673,-0.5050573845152234,0.0
-2.2110291908520363,-0.25618555554195344,0.0
-0.7697516115430472,0.08292054920888833,0.0
-2.8864601475381226,-1.9057411726696794,0.0
-1.5243171057714433,4.61643319370999,1.0
1.4514816370069967,-0.4267682055318516,1.0
1.4881287487830956,1.1741537363007244,1.0
-1.1430190384587477,2.4335864417934907,0.0
-2.1248461819948656,-1.6281783650552017,0.0
-0.3293670703200817,4.408652872388276,1.0
-1.6293842499815,-0.37295978612254976,0.0
0.2691715700858288,1.9279706073215837,0.0
-0.9462169281229216,2.837374112464964,1.0
1.0667128404859942,3.628309276772324,1.0
1.2202654320243067,3.0461261806394444,1.0
1.9243392325873803,2.6130359775745116,1.0
-0.9544871386828641,0.22633448551490573,0.0
-2.476996561896445,-0.40537079096434947,0.0
1.5777122081938013,3.074445435502126,1.0
-3.017415093998717,-1.5037175403781737,0.0
-0.5824593642428021,0.7329232324854554,0.0
0.886480691767447,1.8097786788064534,1.0
-0.6204740965752121,-1.7413895295750996,0.0
0.2647081863869428,2.3240036617921587,1.0
3.8873122184233138,1.036822713231857,1.0
-0.177983060994636,2.424873596333148,0.0
-1.6136860153504924,-0.8005525923972426,0.0
